city,file,topic_score,pro_max,contra_max,neutral_max,favorability,label
Toulouse Métropole,telecharger_le_mode_d_emploi_du_plui-h_1.pdf,0.43141934275627136,0.4738251566886902,0.57908034324646,0.43178632855415344,0.22591355639074068,unfavorable
Toulouse Métropole,conventioncollective_ctmr_signee.pdf,0.25679874420166016,0.370176762342453,0.47863131761550903,0.49783867597579956,0.22257425963097513,unfavorable
Toulouse Métropole,20181220_deliberation_del-18-1203.pdf,0.4765944480895996,0.49292752146720886,0.6023987531661987,0.5264030694961548,0.22152052277185,unfavorable
Toulouse Métropole,10x21_seniors_securite_bd.pdf,0.293252170085907,0.32120373845100403,0.4345496892929077,0.37071046233177185,0.21753733717780654,unfavorable
Toulouse Métropole,velo_rapport-final_0.pdf,0.40641647577285767,0.3921346664428711,0.5056249499320984,0.5438538193702698,0.21738996788085557,unfavorable
Toulouse Métropole,20170425_DELIBERATION_DEL-17-0208.pdf,0.36800745129585266,0.4934678077697754,0.6141629219055176,0.5348854660987854,0.21012523710015485,unfavorable
Toulouse Métropole,pluih_2022_carnet_3-planche_bd_0.pdf,0.5328004360198975,0.5358503460884094,0.6580789089202881,0.6038861274719238,0.20860224672976987,unfavorable
Toulouse Métropole,presentation_police_municipale.pdf,0.29804056882858276,0.3340874910354614,0.4604034125804901,0.45017409324645996,0.20458254681007673,unfavorable
Toulouse Métropole,vf_bilan_concertation.pdf,0.3516806960105896,0.3513428568840027,0.4788135886192322,0.5707097053527832,0.20345733114640466,unfavorable
Toulouse Métropole,arrete_application_loi_abeille_dim_12_10_2016.pdf,0.34602081775665283,0.38535934686660767,0.5149601101875305,0.5572031736373901,0.2013939902602616,unfavorable
Toulouse Métropole,donnees_essentielles_2022_tm_vf.pdf,0.24165043234825134,0.23023900389671326,0.36071914434432983,0.476323664188385,0.20054672229258563,unfavorable
Toulouse Métropole,20230629_tm_deliberation_del-23-0565.pdf,0.34990015625953674,0.4695747196674347,0.6042643189430237,0.5779126882553101,0.1965279726158607,unfavorable
Toulouse Métropole,decret_2016_1211_info_locale_09_09_2016.pdf,0.36019647121429443,0.38200753927230835,0.5173310041427612,0.6132278442382812,0.19592812341422722,unfavorable
Toulouse Métropole,2025-guidesenior_v2_web_1.pdf,0.31426742672920227,0.31916186213493347,0.4570971727371216,0.47851866483688354,0.19347105628536312,unfavorable
Toulouse Métropole,deliberation_ctmr.pdf,0.33585602045059204,0.4006126821041107,0.5403181910514832,0.620717465877533,0.19181911945969865,unfavorable
Toulouse Métropole,eval_accueilperiextrasco.pdf,0.260743111371994,0.4341391921043396,0.5768852233886719,0.49600738286972046,0.1890068748659372,unfavorable
Toulouse Métropole,ccas_conseil_adm_23_avril_2024.pdf,0.27873438596725464,0.27464544773101807,0.4181300103664398,0.5413433313369751,0.18832858367782854,unfavorable
Toulouse Métropole,ppbe_3et4e_echeance.pdf,0.42751798033714294,0.4254007339477539,0.5756069421768188,0.504855751991272,0.182241064952726,unfavorable
Toulouse Métropole,projet_ppbe_3et4e_v3.pdf,0.42751798033714294,0.4254007339477539,0.5756069421768188,0.504855751991272,0.182241064952726,unfavorable
Toulouse Métropole,arrete_mad_ctmr_grille_2024.pdf,0.2220296561717987,0.19248440861701965,0.3434797525405884,0.44646796584129333,0.18153650045931705,unfavorable
Toulouse Métropole,faq_bruit_atb_site_internet.pdf,0.3637075126171112,0.37419676780700684,0.5269755125045776,0.4651370644569397,0.17995203811469423,unfavorable
Toulouse Métropole,b_rations_du_conseil_d_administration_du_16_janvier_2024.pdf,0.37579160928726196,0.4637089669704437,0.6167023181915283,0.5781948566436768,0.1797621004060633,unfavorable
Toulouse Métropole,eval_demo_participative.pdf,0.32105132937431335,0.3740518093109131,0.5283650755882263,0.5450868606567383,0.1785973499040883,unfavorable
Toulouse Métropole,ete_2025_rdv_seniors_pap_1.pdf,0.2931852340698242,0.3932687044143677,0.5475967526435852,0.5067237615585327,0.17858433917106561,unfavorable
Toulouse Métropole,synthese_consultation_du_public.pdf,0.46925458312034607,0.5574349164962769,0.7147723436355591,0.5870964527130127,0.17595098320133323,unfavorable
Toulouse Métropole,engagements_elus_deontologie_vt_2019.pdf,0.2845689356327057,0.4043845534324646,0.5722754001617432,0.6255466938018799,0.16695754059648704,unfavorable
Toulouse Métropole,lecture_publique.pdf,0.20605941116809845,0.2687920928001404,0.43756115436553955,0.41228705644607544,0.16622595908923318,unfavorable
Toulouse Métropole,_lib_rations_de_conseil_d_adminsitration_du_21_juin_2024.pdf,0.3293305039405823,0.3851037621498108,0.5609614253044128,0.6321620941162109,0.16041466813560507,unfavorable
Toulouse Métropole,deliberations_de_conseil_d_administration_du_8_mars_2024.pdf,0.3165016174316406,0.38385146856307983,0.5683810114860535,0.5804831981658936,0.1535301969768672,unfavorable
Toulouse Métropole,guide_monoxyde_2021.pdf,0.4874286949634552,0.4557902216911316,0.6415585875511169,0.281288206577301,0.15256670794583896,unfavorable
Toulouse Métropole,eval_projet_educatif_territoire.pdf,0.2567804455757141,0.2985575795173645,0.48827266693115234,0.501190721988678,0.14953019988290725,unfavorable
Toulouse Métropole,automne_2025_rdv_relecture_finale_1.pdf,0.3211662173271179,0.39391955733299255,0.5843466520309448,0.5267865061759949,0.1489877331763257,unfavorable
Toulouse Métropole,automne_2025_rdv_relecture_finale_1_0.pdf,0.3211662173271179,0.39391955733299255,0.5843466520309448,0.5267865061759949,0.1489877331763257,unfavorable
Toulouse Métropole,resultats_enquete_participants_plie_avril2020.pdf,0.31825757026672363,0.3998221158981323,0.5941739678382874,0.5703723430633545,0.14602661711263504,unfavorable
Toulouse Métropole,berations_du_conseil_d_administration_du_13_octobre_2023.pdf,0.3624243140220642,0.4779800474643707,0.6776388883590698,0.6040129661560059,0.14210042205772536,unfavorable
Toulouse Métropole,eval_handicap_accessibilite_avril2018.pdf,0.26816830039024353,0.30645835399627686,0.5074425339698792,0.4761364758014679,0.14113376253276733,unfavorable
Toulouse Métropole,_rations_du_conseil_d_adminitration_du_17_septembre_2024.pdf,0.34667831659317017,0.40189868211746216,0.6080968976020813,0.5674651861190796,0.13738404918464978,unfavorable
Toulouse Métropole,berations_du_conseil_d_adminsitration_du_8_d_cembre_2023.pdf,0.3023754358291626,0.4287751317024231,0.6565120220184326,0.6565229296684265,0.1227737896674341,unfavorable
Toulouse Métropole,faq_annulation_pluih_10_06_21.pdf,0.46807077527046204,0.44628438353538513,0.6801807880401611,0.5366648435592651,0.11884866494231724,unfavorable
Toulouse Métropole,charte_deontologie_elus_vt_2015.pdf,0.32226407527923584,0.38824462890625,0.6389398574829102,0.6072767376899719,0.10869204659130932,unfavorable
